plugin_agiledashboard	start_kanban	Iniciar Kanban
plugin_agiledashboard	start_scrum	Iniciar Scrum

plugin_agiledashboard_contentpane	lab	This is a lab feature that is subjected to change in a near future. Please get in touch with us to <a href="mailto:tuleap-devel@tuleap.net">provide any feedback</a> about this work in progress, thanks!
plugin_agiledashboard_contentpane	closed_items_title	Closed $1
plugin_agiledashboard_contentpane	closed_items_intro	Please find below the items that are closed. You cannot change the priorities.
plugin_agiledashboard_contentpane	closed_items_nothing_yet	Nothing closed yet
plugin_agiledashboard_contentpane	open_items_title	Open $1
plugin_agiledashboard_contentpane	open_items_title-no_more	No more open $1, well done!
plugin_agiledashboard_contentpane	open_items_title-not_yet	No $1 yet
plugin_agiledashboard_contentpane	open_items_title-not_yet-can_add	No $1, start adding now
plugin_agiledashboard_contentpane	open_items_intro	Here are the items that are still open. You can prioritize by drag 'n dropping them.
plugin_agiledashboard_contentpane	open_unplanned_items_intro	Here are the items that are still open and unplanned. You can prioritize by drag 'n dropping them.
plugin_agiledashboard_contentpane	create_new_item	Add a new item
plugin_agiledashboard_contentpane	create_new_specific_item	Add a new $1
plugin_agiledashboard_contentpane	create_new_item_help	As per configuration, you can create and manage: $1.
plugin_agiledashboard_contentpane	initial_effort_warning	There doesn't appear to be an <em>Initial Effort</em> semantic defined for the Tracker(s) <em>$1</em>!
plugin_agiledashboard_contentpane	inconsistent_items_title	Inconsistent $1
plugin_agiledashboard_contentpane	inconsistent_items_intro	Here are the items that have been created inside a sub-milestone. You cannot change the priorities.
plugin_agiledashboard_contentpane	solve_inconsistencies	Add them to current backlog
plugin_agiledashboard_contentpane	unsufficient_rights_for_ranking	You are not allowed to rank on this planning.

plugin_agiledashboard_milestone_planning	help_intro	This section allows to do $1 planning:
plugin_agiledashboard_milestone_planning	help_left	On the left side, you have the $2 backlog with all open elements, not already scheduled for a $1.
plugin_agiledashboard_milestone_planning	help_left_top	On the left side, you have the full backlog with all open elements, not already scheduled for a $1.
plugin_agiledashboard_milestone_planning	help_right	On the right side, you have the list of $1 that belongs to $2.
plugin_agiledashboard_milestone_planning	help_right_top	On the right side, you have the list of all $1.
plugin_agiledashboard_milestone_planning	help_dnd	When you click on a $1, you see it's content and you can drag 'n' drop from $2 backlog to a $1 or from a $1 back to the backlog.
plugin_agiledashboard_milestone_planning	backlog_title	$1 backlog
plugin_agiledashboard_milestone_planning	list_of_submilestone_title	List of $1 in $2
plugin_agiledashboard_milestone_planning	list_of_milestone_title	List of $1
plugin_agiledashboard_milestone_planning	header_status	Status
plugin_agiledashboard_milestone_planning	empty_element_tip	This element is empty, please drag anything here

plugin_agiledashboard_admin_semantic	initial_effort_label	Initial Effort
plugin_agiledashboard_admin_semantic	initial_effort_description	Define the initial effort of an artifact.
plugin_agiledashboard_admin_semantic	initial_effort_field	<p>The initial effort of this tracker will be represented in the Agile Dashboard by the field <strong>$1</strong>.</p>
plugin_agiledashboard_admin_semantic	initial_effort_no_field	<p>This tracker does not have an <em>initial effort</em> field yet.</p>
plugin_agiledashboard_admin_semantic	initial_effort_long_desc	This is used in the <b>Agile Dashboard</b> if enabled.
plugin_agiledashboard_admin_semantic	initial_effort_impossible	You cannot define the <em>initial effort</em> semantic since there aren't any numeric fields in the tracker
plugin_agiledashboard_admin_semantic	initial_effort_now	The initial effort is now: $1
plugin_agiledashboard_admin_semantic	bad_field_initial_effort	The field you submitted is not a numeric field
plugin_agiledashboard_admin_semantic	unable_save_initial_effort	Unable to save the <em>initial effort</em>

plugin_agiledashboard	config_title	Configuration
plugin_agiledashboard	invalid_request	The request is invalid.
plugin_agiledashboard	no_service_selected	At least one service must be selected.
plugin_agiledashboard	tracker_used_in_scrum	The selected tracker is already used in a planning.
plugin_agiledashboard	hierarchy_used_in_scrum	The selected tracker is part of a hierarchy already used in a planning.
plugin_agiledashboard	config_submit_label	Save
plugin_agiledashboard	title	Title
plugin_agiledashboard	title_scrum_help	This will be used to identify the Scrum section from the Agile Dashboard homepage.
plugin_agiledashboard	title_kanban_help	This will be used to identify the Kanban section from the Agile Dashboard homepage.

plugin_agiledashboard	activate_kanban_label	Activate Kanban
plugin_agiledashboard	activate_scrum_label	Activate Scrum
plugin_agiledashboard	scrum_activated_label	Scrum is currently active.
plugin_agiledashboard	scrum_not_activated_label	Scrum is not currently active.
plugin_agiledashboard	kanban_activated_label	Kanban is currently active.
plugin_agiledashboard	kanban_not_activated_label	Kanban is not currently active.
plugin_agiledashboard	first_kanban_will_be_created	A first Kanban will be created during the activation. This operation can take a few seconds.
plugin_agiledashboard	first_scrum_will_be_created	A first scrum configuration will be used during the activation. This operation can take a few seconds.
plugin_agiledashboard	kanban_label	Kanban
plugin_agiledashboard	scrum_label	Scrum
plugin_agiledashboard	all_label	Scrum and Kanban
plugin_agiledashboard	kanban_activated	Kanban successfully activated.
plugin_agiledashboard	scrum_activated	Scrum successfully activated.
plugin_agiledashboard	all_activated	Scrum and Kanban successfully activated.
plugin_agiledashboard	scrum_title_changed	Scrum title successfully modified.
plugin_agiledashboard	scrum_title_empty	Scrum title is empty.
plugin_agiledashboard	kanban_title_changed	Kanban title successfully modified.
plugin_agiledashboard	kanban_title_empty	Kanban title is empty.
plugin_agiledashboard	add_kanban	Add a kanban
plugin_agiledashboard	btn_close_label	Close
plugin_agiledashboard	btn_add_modal_label	Create
plugin_agiledashboard	kanban_name_label	Kanban name:
plugin_agiledashboard	tracker_kanban_label	Select the source tracker:
plugin_agiledashboard	add_kanban_modal_title	Create a kanban
plugin_agiledashboard	kanban_created	Kanban $1 successfully created.
plugin_agiledashboard	kanban_creation_error	Error while creating Kanban $1.
plugin_agiledashboard	kanban_tracker_used	Tracker already used by another Kanban.
plugin_agiledashboard	no_tracker_selected	No tracker has been selected.
plugin_agiledashboard	no_tracker_available	No tracker is available.
plugin_agiledashboard	kanban_not_found	Kanban not found.

plugin_agiledashboard_first_kanban	error_existing_tracker	We tried to create a first kanban for you but an existing tracker ($1) prevented it.
plugin_agiledashboard_first_kanban	internal_error	We tried to create a first kanban for you but an internal error prevented it.
plugin_agiledashboard_first_kanban	created	We created <a href="$1">a first kanban</a> for you. Enjoy!

plugin_agiledashboard_first_scrum	error_existing_tracker	We tried to create an initial scrum configuration for you but an existing tracker ($1) prevented it.
plugin_agiledashboard_first_scrum	internal_error	We tried to create an initial scrum configuration for you but an internal error prevented it.
plugin_agiledashboard_first_scrum	created	We created an initial scrum configuration for you. Enjoy!
