#/**
#  *
#  * Include scripts message catalog (English)
#  *
#  * Codendi 
#  * Copyright (c) Xerox Corporation, Codendi Team, 2001-2009. All rights reserved
#  * http://www.codendi.com
#  *
#  *
#  */
#
#-----------------------------------------------
# Script: SF/www/include/account.php
#
include_account	pwd_length_err	La contraseña tiene que ser al menos 6 caracteres.
include_account	account_notactive	Cuenta '$1' no activo. El usuario no añadido.
include_account	user_added	El usuario añadió
include_account	user_already_member	El usuario es ya un miembro
include_account	user_not_exist	El usuario no existe
include_account	welcome	$1 - Bienvenido de Proyectar $2
include_account	login_err	no puede haber cualesquier espacios en el *login nombre.
include_account	project_spaces	no puede haber cualesquier espacios en el nombre corto.
include_account	char_err	El inicio de mosto del nombre con una letra.
include_account	illegal_char	Carácter ilegal en nombre.
include_account	name_too_short	El nombre es demasiado corto. Tenga que ser al menos 3 caracteres.
include_account	name_too_long	El nombre es demasiado mucho tiempo.  Tenga que ser menos de $1 caracteres.
include_account	reserved	El nombre está reservado.
include_account	reserved_cvs	El nombre está reservado para *CVS.
include_account	reserved_dns	El nombre está reservado para *DNS propósitos.
include_account	dns_error	El nombre corto no puede contener *underscore o punto.
include_account	used_by_svn	Este nombre corto no es disponible: Un *SVN el directorio ya existe con este nombre
include_account	used_by_cvs	Este nombre corto no es disponible: Un *CVS el directorio ya existe con este nombre
include_account	used_by_sys	Este nombre corto no es disponible: Un proyecto de casa ya existe con este nombre
include_account	change_pwd_err	Complacer actualizar vuestra contraseña primero
#
#-----------------------------------------------
# Script: SF/www/include/account.php
#
include_cache	unable_open_cache	Incapaz de abrir *cache archivo para escribir después de obtener cerradura.
#
#-----------------------------------------------
# Script: SF/www/include/exit.php
#   
include_exit	error	Error
include_exit	info	Información
include_exit	perm_denied	El permiso Negó
include_exit	exit_error	Saliendo con Error
include_exit	no_perm	No eres permiso suficiente concedido para actuar esta operación.
include_exit	mail_list_no_perm	Necesitas ser registrado a correo un hilo nuevo. Complacer *login o pedir una cuenta.
include_exit	restricted_user_no_perm	Tienes una cuenta de usuario restringida.<*br> Puedes sólo páginas web de acceso de proyectos  eres miembro  de.<*p><Un *href="/mi/">Atrás a vuestra página personal.</Un>
include_exit	not_logged_in	No *Logged En
