#/**
#  *
#  * Include scripts message catalog (English)
#  *
#  * Codendi 
#  * Copyright (c) Xerox Corporation, Codendi Team, 2001-2009. All rights reserved
#  * http://www.codendi.com
#  *
#  *
#  */
#
#-----------------------------------------------
# Script: SF/www/snippet/add_snippet_to_package.php
#
snippet_add_snippet_to_package	submit_snippet	Entregar Una #Fragmento Nueva
snippet_add_snippet_to_package	error_v_id_missed	Error - versión_de paquete_de la #fragmento_*id perdiendo
snippet_add_snippet_to_package	error_only_creator	Error - Único el creador de una versión de paquete puede añadir #fragmento a él.
snippet_add_snippet_to_package	error_s_not_exist	Error - Que la #fragmento no existe.
snippet_add_snippet_to_package	back	Atrás para Añadir Página
snippet_add_snippet_to_package	already_added	Error - Que la #fragmento era ya añadida a este paquete.
snippet_add_snippet_to_package	error_insert	El ERROR que HACE VERSIÓN de #FRAGMENTO INSERTA!
snippet_add_snippet_to_package	add_success	Versión de #fragmento Añadió Exitosamente.
snippet_add_snippet_to_package	error_fill_all_info	Error - Volver y rellenar toda la información
snippet_add_snippet_to_package	add_s	Añade #Fragmento A Paquete
snippet_add_snippet_to_package	package	<*B>Paquete:</*B><*BR> $1 - $2
snippet_add_snippet_to_package	use_add_form	Puedes utilizar esta forma repetidamente para mantener añadiendo #fragmento a vuestro paquete.
snippet_add_snippet_to_package	add_v_id	Añadir Esta Versión de #Fragmento ID:
snippet_add_snippet_to_package	no_s_in_p	Ninguna #Fragmento Es En Este Paquete Todavía
snippet_add_snippet_to_package	s_in_p	#Fragmento En Este Paquete:
snippet_add_snippet_to_package	all_info_complete	Marca seguro todo *info es completo y cuidadoso
#
#-----------------------------------------------
# Script: SF/www/snippet/addversion.php
#
snippet_addversion	s_uploaded	#Fragmento de código Cargó
snippet_addversion	min_max_length	ERROR - #fragmento de código tiene que ser no *null y < $1 bytes en longitud
snippet_addversion	submit_s	Entregar Una Versión de #Fragmento Nueva
snippet_addversion	post_s	<*H1>Correo una Versión de #Fragmento de Código Nueva</*H1><*P>Si  has modificado una versión de una #fragmento el sentir libre de actualizarlo. Preferentemente copia-pasta el código de fuente de la #fragmento de modo que es directamente visible en la Biblioteca de #Fragmento del Código. Lo carga sólo si  es grande o  está hecho de varios archivos o el formato no es humanos legibles.
snippet_addversion	version	Versión:
snippet_addversion	upload_s	Cargar la #Fragmento (binario o código de fuente)
snippet_addversion	max_size	(El máximo carga medida de archivo es $1 *Mb)
snippet_addversion	changes	Cambios:
snippet_addversion	paste_code	O código de fuente de #fragmento de pasta aquí:
snippet_addversion	s_p_not_exist	Error - paquete_de #fragmento no existe
snippet_addversion	error_insert	El ERROR que HACE VERSIÓN de PAQUETE de la #FRAGMENTO INSERTA!
